pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,fielder_2,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,pitcher.1,fielder_2.1,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp
SI,2021-04-01,96.3,2.25,5.69,"Bummer, Aaron",545361,607481,single,hit_into_play,,,,,7,Mike Trout singles on a sharp ground ball to left fielder Leury Garcia.   David Fletcher scores.    Shohei Ohtani to 2nd.,R,R,L,LAA,CWS,X,7,ground_ball,3,1,2021,1.42,0.14,-0.73,1.94,664058,,660271,0,8,Bot,60.49,126.27,,,518735,,,-11.110925404804453,-139.7881969749737,-4.660373701985494,21.077352412581835,31.031471047917996,-29.45625148708006,3.47,1.59,108,109.1,5,96.4,2102,6.4,634655,607481,518735,547989,663611,660162,641313,544725,673357,594809,54.07,0.62,0.5579999999999999,0.9,1,1,0,4,62,5,Sinker,2,3,2,3,3,3,3,3,Standard,Standard,123,0.127,
SI,2021-04-01,96.6,2.15,5.66,"Bummer, Aaron",545361,607481,,ball,,,,,13,Mike Trout singles on a sharp ground ball to left fielder Leury Garcia.   David Fletcher scores.    Shohei Ohtani to 2nd.,R,R,L,LAA,CWS,B,,,2,1,2021,1.61,0.2,-0.94,0.72,,664058,660271,0,8,Bot,,,,,518735,,,-11.80497040796093,-140.0198234891365,-7.967217325737022,23.87674250702052,31.498848274140887,-27.842600886208498,3.47,1.61,,,,95.9,2271,6.1,634655,607481,518735,547989,663611,660162,641313,544725,673357,594809,54.39,,,,,,,,62,4,Sinker,2,3,2,3,3,2,2,3,Standard,Standard,138,0.10099999999999999,
SI,2021-04-01,96.8,2.12,5.68,"Bummer, Aaron",545361,607481,,ball,,,,,13,Mike Trout singles on a sharp ground ball to left fielder Leury Garcia.   David Fletcher scores.    Shohei Ohtani to 2nd.,R,R,L,LAA,CWS,B,,,1,1,2021,1.67,0.1,-1.65,1.17,,664058,660271,0,8,Bot,,,,,518735,,,-13.729540495217018,-140.20499922504538,-6.616518372790189,25.13161633934012,32.67377774831757,-29.409171226015914,3.52,1.62,,,,95.9,2241,6.1,634655,607481,518735,547989,663611,660162,641313,544725,673357,594809,54.41,,,,,,,,62,3,Sinker,2,3,2,3,3,2,2,3,Standard,Standard,124,0.0,
SI,2021-04-01,96.8,2.17,5.72,"Bummer, Aaron",545361,607481,,called_strike,,,,,8,Mike Trout singles on a sharp ground ball to left fielder Leury Garcia.   David Fletcher scores.    Shohei Ohtani to 2nd.,R,R,L,LAA,CWS,S,,,1,0,2021,1.56,0.1,0.01,1.97,,664058,660271,0,8,Bot,,,,,518735,,,-9.278982409706863,-140.68657887079786,-4.6513516247161455,22.868938874944114,32.16946395968205,-29.992746620632673,3.47,1.62,,,,96.3,2147,6.1,634655,607481,518735,547989,663611,660162,641313,544725,673357,594809,54.42,,,,,,,,62,2,Sinker,2,3,2,3,3,2,2,3,Standard,Standard,125,0.0,
SI,2021-04-01,96.1,2.18,5.63,"Bummer, Aaron",545361,607481,,ball,,,,,13,Mike Trout singles on a sharp ground ball to left fielder Leury Garcia.   David Fletcher scores.    Shohei Ohtani to 2nd.,R,R,L,LAA,CWS,B,,,0,0,2021,1.58,0.1,-0.58,1.1,,664058,660271,0,8,Bot,,,,,518735,,,-10.853926750456507,-139.46370165874922,-6.595363944107213,23.016271271047312,31.394284774289783,-29.534450018061982,3.6,1.69,,,,95.7,2208,6.2,634655,607481,518735,547989,663611,660162,641313,544725,673357,594809,54.3,,,,,,,,62,1,Sinker,2,3,2,3,3,2,2,3,Standard,Standard,125,0.0,
SL,2021-04-01,82.3,2.15,5.82,"Bummer, Aaron",660271,607481,fielders_choice,hit_into_play,,,,,5,"Shohei Ohtani reaches on a fielder's choice, fielded by second baseman Nick Madrigal.   David Fletcher to 2nd.  David Fletcher advances to 2nd, on a throwing error by second baseman Nick Madrigal.",R,L,L,LAA,CWS,X,4,ground_ball,1,2,2021,-1.54,-0.7,-0.09,2.33,,,664058,0,8,Bot,142.6,158.27,,,518735,,,-2.061607192643917,-119.8666629560012,0.008959085138960932,-14.30396286298128,25.91010821890572,-39.132810168094906,3.55,1.63,5,78.6,-23,81.2,2570,5.8,634655,607481,518735,547989,663611,660162,641313,544725,673357,594809,54.75,0.046,0.040999999999999995,0.0,1,0,0,2,61,4,Slider,2,3,2,3,3,2,2,3,Standard,Strategic,309,0.131,
FC,2021-04-01,86.9,2.05,5.67,"Bummer, Aaron",660271,607481,,swinging_strike_blocked,,,,,13,"Shohei Ohtani reaches on a fielder's choice, fielded by second baseman Nick Madrigal.   David Fletcher to 2nd.  David Fletcher advances to 2nd, on a throwing error by second baseman Nick Madrigal.",R,L,L,LAA,CWS,S,,,1,1,2021,-0.11,-0.1,-0.89,0.71,,,664058,0,8,Bot,,,,,518735,,,-6.780913672548065,-126.33339621444081,-5.471942966328127,0.19500242058823464,25.486397367692128,-32.32298708797499,3.55,1.63,,,,86.5,2302,6.1,634655,607481,518735,547989,663611,660162,641313,544725,673357,594809,54.45,,,,,,,,61,3,Cutter,2,3,2,3,3,2,2,3,Standard,Strategic,250,0.0,
SI,2021-04-01,95.7,2.22,5.69,"Bummer, Aaron",660271,607481,,swinging_strike,,,,,13,"Shohei Ohtani reaches on a fielder's choice, fielded by second baseman Nick Madrigal.   David Fletcher to 2nd.  David Fletcher advances to 2nd, on a throwing error by second baseman Nick Madrigal.",R,L,L,LAA,CWS,S,,,1,0,2021,1.35,0.4,-0.89,1.94,,,664058,0,8,Bot,,,,,518735,,,-11.193443450686214,-138.93674422950593,-5.164864878226106,19.96713545333218,29.725766339755076,-26.05112985955257,3.55,1.63,,,,95.4,2225,6.1,634655,607481,518735,547989,663611,660162,641313,544725,673357,594809,54.37,,,,,,,,61,2,Sinker,2,3,2,3,3,2,2,3,Standard,Strategic,125,0.0,
SI,2021-04-01,95.8,2.15,5.67,"Bummer, Aaron",660271,607481,,ball,,,,,13,"Shohei Ohtani reaches on a fielder's choice, fielded by second baseman Nick Madrigal.   David Fletcher to 2nd.  David Fletcher advances to 2nd, on a throwing error by second baseman Nick Madrigal.",R,L,L,LAA,CWS,B,,,0,0,2021,1.14,0.38,-1.35,1.74,,,664058,0,8,Bot,,,,,518735,,,-11.751572611988578,-138.999881460889,-5.638006836670967,17.198886281866837,27.7729403716848,-26.18701922806544,3.38,1.58,,,,95.9,2250,6.3,634655,607481,518735,547989,663611,660162,641313,544725,673357,594809,54.23,,,,,,,,61,1,Sinker,2,3,2,3,3,2,2,3,Standard,Standard,126,0.0,
SI,2021-04-01,96.6,2.23,5.62,"Bummer, Aaron",664058,607481,single,hit_into_play,,,,,4,"David Fletcher singles on a ground ball to second baseman Nick Madrigal, deflected by pitcher Aaron Bummer.",R,R,L,LAA,CWS,X,1,ground_ball,0,1,2021,1.4,0.0,-0.32,2.35,,,,0,8,Bot,133.98,165.01,,,518735,,,-9.879246779655194,-140.40732361266154,-3.1218116224079444,20.78839296806882,31.619677950853514,-31.65450401423105,3.29,1.49,7,99.2,-18,95.8,1948,5.9,634655,607481,518735,547989,663611,660162,641313,544725,673357,594809,54.62,0.163,0.152,0.9,1,1,0,2,60,2,Sinker,2,3,2,3,3,2,2,3,Standard,Standard,119,0.098,
SI,2021-04-01,96.7,2.36,5.65,"Bummer, Aaron",664058,607481,,called_strike,,,,,5,"David Fletcher singles on a ground ball to second baseman Nick Madrigal, deflected by pitcher Aaron Bummer.",R,R,L,LAA,CWS,S,,,0,0,2021,1.4,0.02,0.08,2.63,,,,0,8,Bot,,,,,518735,,,-9.194991494418169,-140.50583053352005,-2.5358162342795567,20.631961347914945,31.488593369017444,-31.544585461960946,3.29,1.59,,,,96.1,1928,6.0,634655,607481,518735,547989,663611,660162,641313,544725,673357,594809,54.47,,,,,,,,60,1,Sinker,2,3,2,3,3,2,2,3,Standard,Standard,116,0.0,
FC,2021-04-01,90.1,-2.41,5.79,"Mayers, Mike",518735,594577,field_out,hit_into_play,,,,,13,"Yasmani Grandal grounds out, pitcher Mike Mayers to first baseman Albert Pujols.",R,L,R,LAA,CWS,X,1,ground_ball,0,1,2021,-0.05,0.86,-0.44,1.05,,,660162,2,8,Top,125.8,173.21,,,545358,,,4.955152549072371,-131.06391698085355,-7.605013117166844,-1.6029802911503113,26.022076855957216,-20.86117278210353,3.47,1.59,4,75.4,-14,89.5,2547,5.8,634655,594577,545358,405395,664058,543685,578428,457708,545361,451594,54.67,0.069,0.062,0.0,1,0,0,2,59,2,Cutter,2,3,3,2,3,2,3,2,Infield shift,Strategic,245,0.024,
FF,2021-04-01,93.8,-2.29,5.81,"Mayers, Mike",518735,594577,,called_strike,,,,,2,"Yasmani Grandal grounds out, pitcher Mike Mayers to first baseman Albert Pujols.",R,L,R,LAA,CWS,S,,,0,0,2021,-0.95,1.46,-0.12,3.32,,,660162,2,8,Top,,,,,545358,,,7.660280036835692,-136.37316440799452,-3.90030866600336,-13.545233386606109,30.796353022270928,-13.246498236220171,3.37,1.63,,,,93.1,2654,6.0,634655,594577,545358,405395,664058,543685,578428,457708,545361,451594,54.5,,,,,,,,59,1,4-Seam Fastball,2,3,3,2,3,2,3,2,Infield shift,Strategic,232,0.0,
FC,2021-04-01,90.4,-2.47,5.78,"Mayers, Mike",660162,594577,walk,ball,,,,,14,Yoan Moncada walks.,R,L,R,LAA,CWS,B,,,3,2,2021,-0.16,1.28,0.46,1.1,,,,2,8,Top,,,,,545358,,,7.5516390920356775,-131.3087237826276,-8.408273265483672,-3.2578185965855933,25.19893736387632,-15.75836829810748,3.4,1.62,,,,89.9,2586,5.9,634655,594577,545358,405395,664058,543685,578428,457708,545361,451594,54.64,,,0.7,1,0,0,,58,6,Cutter,2,3,3,2,3,2,3,2,Infield shift,Standard,206,-0.012,
FC,2021-04-01,89.6,-2.58,5.74,"Mayers, Mike",660162,594577,,ball,,,,,11,Yoan Moncada walks.,R,L,R,LAA,CWS,B,,,2,2,2021,-0.28,0.94,-0.93,3.58,,,,2,8,Top,,,,,545358,,,4.634652177420275,-130.55411819345832,-1.3667726709393402,-4.092547490589105,25.254557042834925,-21.33978009505343,3.47,1.6,,,,89.4,2297,5.9,634655,594577,545358,405395,664058,543685,578428,457708,545361,451594,54.59,,,,,,,,58,5,Cutter,2,3,3,2,3,2,3,2,Infield shift,Standard,225,0.0,
FC,2021-04-01,88.9,-2.35,5.8,"Mayers, Mike",660162,594577,,swinging_strike,,,,,5,Yoan Moncada walks.,R,L,R,LAA,CWS,S,,,2,1,2021,-0.03,0.89,0.0,2.85,,,,2,8,Top,,,,,545358,,,5.751264640846099,-129.41101578219224,-3.083127335058688,-1.367578913364698,24.341264252265173,-21.748235098604003,3.47,1.59,,,,88.4,2081,5.7,634655,594577,545358,405395,664058,543685,578428,457708,545361,451594,54.78,,,,,,,,58,4,Cutter,2,3,3,2,3,2,3,2,Infield shift,Strategic,116,0.0,
FC,2021-04-01,89.9,-2.44,5.84,"Mayers, Mike",660162,594577,,ball,,,,,11,Yoan Moncada walks.,R,L,R,LAA,CWS,B,,,1,1,2021,0.12,1.17,-0.62,3.75,,,,2,8,Top,,,,,545358,,,4.225267719314425,-130.90914788122168,-1.6986761718406067,0.5442943004166272,25.46937148419374,-18.5482949303434,3.51,1.58,,,,89.6,2988,5.9,634655,594577,545358,405395,664058,543685,578428,457708,545361,451594,54.63,,,,,,,,58,3,Cutter,2,3,3,2,3,2,3,2,Infield shift,Strategic,216,0.0,
FC,2021-04-01,87.7,-2.55,5.77,"Mayers, Mike",660162,594577,,foul,,,,,5,Yoan Moncada walks.,R,L,R,LAA,CWS,S,,,1,0,2021,0.09,0.69,0.01,2.7,,,,2,8,Top,,,,,545358,,,5.966839716935906,-127.6434716812135,-2.7576777306076923,-0.12285707191800745,24.392873588527088,-24.1994930259603,3.47,1.59,130,72.4,12,87.3,2964,5.9,634655,594577,545358,405395,664058,543685,578428,457708,545361,451594,54.6,,,,,,,,58,2,Cutter,2,3,3,2,3,2,3,2,Infield shift,Strategic,124,0.0,
FC,2021-04-01,89.3,-2.41,5.79,"Mayers, Mike",660162,594577,,ball,,,,,12,Yoan Moncada walks.,R,L,R,LAA,CWS,B,,,0,0,2021,0.18,0.88,1.16,2.6,,,,2,8,Top,,,,,545358,,,8.331083895490433,-129.97848305203513,-3.756459892702176,0.5477264654847196,24.044863093643432,-21.53065736515081,3.51,1.64,,,,89.0,2595,5.8,634655,594577,545358,405395,664058,543685,578428,457708,545361,451594,54.66,,,,,,,,58,1,Cutter,2,3,3,2,3,2,3,2,Infield shift,Strategic,200,0.0,
SL,2021-04-01,83.9,-2.36,5.83,"Mayers, Mike",547989,594577,field_out,hit_into_play,,,,,6,"Jose Abreu grounds out sharply, shortstop Jose Iglesias to first baseman Albert Pujols.",R,R,R,LAA,CWS,X,6,ground_ball,1,1,2021,0.44,-0.17,0.56,2.21,,,,1,8,Top,104.04,151.15,,,545358,,,5.841876406478756,-122.13260503087672,-1.667626711541383,3.3447313320964813,22.496944597858853,-33.768639416524174,3.49,1.6,26,109.3,-4,83.5,2446,5.8,634655,594577,545358,405395,664058,543685,578428,457708,545361,451594,54.67,0.38299999999999995,0.345,0.0,1,0,0,4,57,3,Slider,2,3,3,2,3,2,3,2,Standard,Standard,28,0.016,
SL,2021-04-01,84.2,-2.25,5.87,"Mayers, Mike",547989,594577,,swinging_strike,,,,,9,"Jose Abreu grounds out sharply, shortstop Jose Iglesias to first baseman Albert Pujols.",R,R,R,LAA,CWS,S,,,1,0,2021,0.34,0.02,0.55,1.83,,,,1,8,Top,,,,,545358,,,5.7787674273177085,-122.53858460866866,-3.054611922099848,2.3415558193267616,23.520863976325554,-31.54408673290607,3.49,1.6,,,,83.7,2987,5.9,634655,594577,545358,405395,664058,543685,578428,457708,545361,451594,54.58,,,,,,,,57,2,Slider,2,3,3,2,3,2,3,2,Standard,Standard,125,0.0,
FC,2021-04-01,89.2,-2.3,5.83,"Mayers, Mike",547989,594577,,ball,,,,,14,"Jose Abreu grounds out sharply, shortstop Jose Iglesias to first baseman Albert Pujols.",R,R,R,LAA,CWS,B,,,0,0,2021,0.12,0.91,1.77,1.15,,,,1,8,Top,,,,,545358,,,9.685773642228364,-129.46556821173485,-7.35312518591647,-0.5943926564966014,25.595459335699285,-20.592751283317234,3.43,1.62,,,,88.7,1730,6.0,634655,594577,545358,405395,664058,543685,578428,457708,545361,451594,54.53,,,,,,,,57,1,Cutter,2,3,3,2,3,2,3,2,Standard,Standard,97,0.0,
FC,2021-04-01,88.8,-2.45,5.8,"Mayers, Mike",594809,594577,strikeout,called_strike,,,,,1,Adam Eaton called out on strikes.,R,L,R,LAA,CWS,S,2,,3,2,2021,0.16,0.88,-0.35,3.05,,,,0,8,Top,,,,,545358,,,4.775206588624872,-129.3573928894701,-2.569994953904517,0.8579379102640105,24.706831872443573,-21.893893106515236,3.21,1.61,,,,88.4,1170,5.8,634655,594577,545358,405395,664058,543685,578428,457708,545361,451594,54.72,,,0.0,1,0,0,,56,6,Cutter,2,3,3,2,3,2,3,2,Standard,Standard,91,0.022000000000000002,
FC,2021-04-01,89.8,-2.54,5.86,"Mayers, Mike",594809,594577,,ball,,,,,11,Adam Eaton called out on strikes.,R,L,R,LAA,CWS,B,,,2,2,2021,0.09,0.79,-1.1,3.16,,,,0,8,Top,,,,,545358,,,3.324651966049625,-130.8071242804917,-2.4363791853058703,0.3879359672145113,24.64009014047207,-22.76494556493216,3.2,1.51,,,,89.4,2327,5.7,634655,594577,545358,405395,664058,543685,578428,457708,545361,451594,54.77,,,,,,,,56,5,Cutter,2,3,3,2,3,2,3,2,Standard,Standard,200,0.0,
FF,2021-04-01,92.8,-2.33,5.8,"Mayers, Mike",594809,594577,,swinging_strike,,,,,1,Adam Eaton called out on strikes.,R,L,R,LAA,CWS,S,,,2,1,2021,-0.98,1.42,-0.76,3.27,,,,0,8,Top,,,,,545358,,,6.110742297793276,-134.96272157325734,-3.7677412149344023,-13.269197990383644,29.56684662366655,-14.198826330289256,3.29,1.49,,,,92.3,2465,6.1,634655,594577,545358,405395,664058,543685,578428,457708,545361,451594,54.44,,,,,,,,56,4,4-Seam Fastball,2,3,3,2,3,2,3,2,Standard,Standard,218,0.0,
FC,2021-04-01,88.5,-2.52,5.83,"Mayers, Mike",594809,594577,,ball,,,,,11,Adam Eaton called out on strikes.,R,L,R,LAA,CWS,B,,,1,1,2021,-0.15,0.9,-0.17,3.8,,,,0,8,Top,,,,,545358,,,6.000711388176563,-128.8247067528208,-0.7869373857379134,-2.8748793859316613,24.677369034388022,-22.14119795157692,3.12,1.46,,,,88.0,2336,5.8,634655,594577,545358,405395,664058,543685,578428,457708,545361,451594,54.72,,,,,,,,56,3,Cutter,2,3,3,2,3,2,3,2,Standard,Standard,206,0.0,
SL,2021-04-01,82.8,-2.41,6.01,"Mayers, Mike",594809,594577,,ball,,,,,14,Adam Eaton called out on strikes.,R,L,R,LAA,CWS,B,,,0,1,2021,0.28,0.17,1.99,0.09,,,,0,8,Top,,,,,545358,,,9.358315898625074,-120.10475050404884,-7.240378390804532,0.8440258270963786,23.398356730914198,-29.24028874668522,3.1,1.51,,,,81.7,2309,5.7,634655,594577,545358,405395,664058,543685,578428,457708,545361,451594,54.8,,,,,,,,56,2,Slider,2,3,3,2,3,2,3,2,Standard,Standard,71,0.0,
FC,2021-04-01,88.4,-2.53,5.83,"Mayers, Mike",594809,594577,,called_strike,,,,,7,Adam Eaton called out on strikes.,R,L,R,LAA,CWS,S,,,0,0,2021,0.2,0.77,-0.49,1.9,,,,0,8,Top,,,,,545358,,,4.52893697538667,-128.6076749266933,-5.09389990882634,1.3301971372352757,25.679496857236014,-22.773557009228803,3.2,1.53,,,,87.9,2403,5.9,634655,594577,545358,405395,664058,543685,578428,457708,545361,451594,54.62,,,,,,,,56,1,Cutter,2,3,3,2,3,2,3,2,Standard,Standard,198,0.0,
CH,2021-04-01,90.2,-1.57,5.71,"Heuer, Codi",451594,676051,strikeout,swinging_strike,,,,,14,Dexter Fowler strikes out swinging.,R,L,R,LAA,CWS,S,2,,1,2,2021,-1.47,0.71,0.01,1.49,,,545358,2,7,Bot,,,,,518735,,,7.210946308765008,-131.12962881417894,-6.1527639313089635,-18.52411852224917,27.722494280794677,-22.798830954928512,3.58,1.68,,,,92.0,2524,7.4,634655,676051,518735,547989,663611,660162,641313,544725,673357,594809,53.05,,,0.0,1,0,0,,55,4,Changeup,2,3,2,3,3,2,2,3,Standard,Standard,260,-0.052000000000000005,
SI,2021-04-01,98.1,-1.51,5.84,"Heuer, Codi",451594,676051,,foul,,,,,5,Dexter Fowler strikes out swinging.,R,L,R,LAA,CWS,S,,,1,1,2021,-1.05,1.37,0.24,2.52,,,545358,2,7,Bot,,,,,518735,,,7.273388139564278,-142.58752408695142,-6.764447351653365,-15.977242870104025,34.03669855765299,-12.045856179026813,3.58,1.68,,,,99.6,2456,7.3,634655,676051,518735,547989,663611,660162,641313,544725,673357,594809,53.2,,,,,,,,55,3,Sinker,2,3,2,3,3,2,2,3,Standard,Standard,226,0.0,
SL,2021-04-01,88.5,-1.64,5.61,"Heuer, Codi",451594,676051,,blocked_ball,,,,,14,Dexter Fowler strikes out swinging.,R,L,R,LAA,CWS,B,,,0,1,2021,0.31,0.59,1.62,-0.28,,,545358,2,7,Bot,,,,,518735,,,7.437553417483556,-128.46991410699462,-9.679372817797326,1.9274922399126164,25.492228939350294,-23.81982178894591,3.58,1.67,,,,89.9,2172,7.2,634655,676051,518735,547989,663611,660162,641313,544725,673357,594809,53.29,,,,,,,,55,2,Slider,2,3,2,3,3,2,2,3,Standard,Standard,229,0.0,
SI,2021-04-01,97.7,-1.7,5.86,"Heuer, Codi",451594,676051,,foul,,,,,5,Dexter Fowler strikes out swinging.,R,L,R,LAA,CWS,S,,,0,0,2021,-1.28,1.06,-0.02,2.79,,,545358,2,7,Bot,,,,,518735,,,7.606075756394019,-141.97940857172196,-5.237302318391753,-19.04974873117932,34.749547881173804,-16.814702025057937,3.58,1.68,80,80.2,81,99.1,2524,7.3,634655,676051,518735,547989,663611,660162,641313,544725,673357,594809,53.2,,,,,,,,55,1,Sinker,2,3,2,3,3,2,2,3,Standard,Standard,226,0.0,
SI,2021-04-01,98.2,-1.41,5.87,"Heuer, Codi",545358,676051,single,hit_into_play,,,,,4,Max Stassi singles on a sharp line drive to left fielder Leury Garcia.,R,R,R,LAA,CWS,X,7,line_drive,0,0,2021,-1.2,1.14,-0.53,2.21,,,,2,7,Bot,82.37,94.24,,,518735,,,5.289174986858695,-142.8458695556071,-7.184255906228199,-17.70580035064996,33.44306959905852,-15.039046337040586,3.3,1.5,211,106.5,11,99.7,2392,7.2,634655,676051,518735,547989,663611,660162,641313,544725,673357,594809,53.3,0.9229999999999999,0.92,0.9,1,1,0,4,54,1,Sinker,2,3,2,3,3,2,2,3,Standard,Standard,221,0.028999999999999998,
SL,2021-04-01,87.4,-1.58,5.77,"Heuer, Codi",578428,676051,field_out,hit_into_play,,,,,5,"Jose Iglesias grounds out, third baseman Yoan Moncada to first baseman Jose Abreu.",R,R,R,LAA,CWS,X,5,ground_ball,1,1,2021,0.14,0.24,0.26,2.64,,,,1,7,Bot,97.07,168.91,,,518735,,,4.2082587738639905,-127.33129102543873,-1.9714310430704736,0.678955837875744,24.73290823846988,-29.349199747548667,3.32,1.51,12,67.8,-12,89.1,1702,7.2,634655,676051,518735,547989,663611,660162,641313,544725,673357,594809,53.34,0.034,0.031,0.0,1,0,0,2,53,3,Slider,2,3,2,3,3,2,2,3,Standard,Standard,159,-0.035,
SI,2021-04-01,97.2,-1.45,5.96,"Heuer, Codi",578428,676051,,called_strike,,,,,12,"Jose Iglesias grounds out, third baseman Yoan Moncada to first baseman Jose Abreu.",R,R,R,LAA,CWS,S,,,1,0,2021,-1.17,1.19,0.35,3.12,,,,1,7,Bot,,,,,518735,,,7.625319920890486,-141.2671711377765,-4.826360513372527,-17.37964723380518,33.9631103033498,-15.373874374647396,3.0,1.32,,,,98.3,2440,7.1,634655,676051,518735,547989,663611,660162,641313,544725,673357,594809,53.41,,,,,,,,53,2,Sinker,2,3,2,3,3,2,2,3,Standard,Standard,229,0.0,
SI,2021-04-01,98.1,-1.43,5.85,"Heuer, Codi",578428,676051,,ball,,,,,12,"Jose Iglesias grounds out, third baseman Yoan Moncada to first baseman Jose Abreu.",R,R,R,LAA,CWS,B,,,0,0,2021,-1.19,1.17,0.86,2.95,,,,1,7,Bot,,,,,518735,,,9.148823140377186,-142.43867501993265,-5.120876108730823,-18.37131622781868,34.101642767433546,-15.233516400909213,3.02,1.43,,,,99.8,2408,7.4,634655,676051,518735,547989,663611,660162,641313,544725,673357,594809,53.06,,,,,,,,53,1,Sinker,2,3,2,3,3,2,2,3,Standard,Standard,230,0.0,
SI,2021-04-01,98.3,-1.47,5.87,"Heuer, Codi",405395,676051,field_out,hit_into_play,,,,,1,Albert Pujols pops out to second baseman Nick Madrigal.,R,R,R,LAA,CWS,X,4,popup,0,0,2021,-1.18,1.2,-0.47,3.15,,,,0,7,Bot,123.85,143.71,,,518735,,,5.557781375546846,-143.05709022272688,-4.746951222544251,-17.5568883334275,34.3719510582336,-14.774684474302713,3.49,1.6,144,87.8,65,99.9,2469,7.2,634655,676051,518735,547989,663611,660162,641313,544725,673357,594809,53.26,0.011000000000000001,0.011000000000000001,0.0,1,0,0,3,52,1,Sinker,2,3,2,3,3,2,2,3,Infield shift,Standard,216,-0.049,
SL,2021-04-01,87.2,-2.57,6.38,"Slegers, Aaron",641313,642083,strikeout,swinging_strike,,,,,14,Tim Anderson strikes out swinging.,R,R,R,LAA,CWS,S,2,,0,2,2021,0.03,0.49,1.3,2.09,,,,2,7,Top,,,,,545358,,,9.3336357668486,-126.61204955748684,-5.159147585213652,-1.6630758689795857,26.50366674279945,-26.002054728798022,3.41,1.56,,,,87.8,2132,6.8,634655,642083,545358,405395,664058,543685,578428,457708,545361,451594,53.67,,,0.0,1,0,0,,51,3,Slider,2,3,3,2,3,2,3,2,Standard,Standard,218,0.012,
SI,2021-04-01,91.4,-2.65,6.3,"Slegers, Aaron",641313,642083,,swinging_strike,,,,,11,Tim Anderson strikes out swinging.,R,R,R,LAA,CWS,S,,,0,1,2021,-1.15,0.66,-1.81,2.61,,,663611,1,7,Top,,,,,545358,,,4.628501673428014,-133.0827133669085,-4.936256234263769,-14.67796137397692,26.21016556799611,-23.51002741013812,3.41,1.56,,,,92.7,1877,6.8,634655,642083,545358,405395,664058,543685,578428,457708,545361,451594,53.68,,,,,,,,51,2,Sinker,2,3,3,2,3,2,3,2,Standard,Standard,218,0.044000000000000004,
SI,2021-04-01,92.4,-2.46,6.33,"Slegers, Aaron",641313,642083,,swinging_strike,,,,,13,Tim Anderson strikes out swinging.,R,R,R,LAA,CWS,S,,,0,0,2021,-1.31,0.7,-1.27,1.86,,,663611,1,7,Top,,,,,545358,,,5.938886423157863,-134.30791622915987,-7.215410997079807,-17.081682713935777,27.157452970440183,-22.322111469040635,3.41,1.56,,,,93.6,1960,6.9,634655,642083,545358,405395,664058,543685,578428,457708,545361,451594,53.57,,,,,,,,51,1,Sinker,2,3,3,2,3,2,3,2,Standard,Standard,221,0.0,
SI,2021-04-01,92.1,-2.44,6.33,"Slegers, Aaron",663611,642083,single,hit_into_play,,,,,14,"Nick Madrigal singles on a ground ball to shortstop Jose Iglesias, deflected by third baseman Anthony Rendon.",R,R,R,LAA,CWS,X,5,ground_ball,3,2,2021,-1.35,0.56,0.17,1.28,,,,1,7,Top,101.03,173.51,,,545358,,,9.628528072626182,-133.67319661017726,-8.318700688378646,-18.15215769671997,26.800747534491254,-23.80299154435049,3.26,1.48,1,67.5,-48,93.3,1934,7.0,634655,642083,545358,405395,664058,543685,578428,457708,545361,451594,53.54,0.114,0.10300000000000001,0.9,1,1,0,2,50,6,Sinker,2,3,3,2,3,2,3,2,Standard,Standard,230,-0.026000000000000002,
SL,2021-04-01,88.7,-2.48,6.23,"Slegers, Aaron",663611,642083,,ball,,,,,14,"Nick Madrigal singles on a ground ball to shortstop Jose Iglesias, deflected by third baseman Anthony Rendon.",R,R,R,LAA,CWS,B,,,2,2,2021,0.22,0.52,1.46,-1.36,,,,1,7,Top,,,,,545358,,,9.251742779948856,-128.1858149130845,-13.645834353505876,0.4760875496641473,27.324230187323447,-23.590249942042192,2.88,1.32,,,,89.3,2166,7.1,634655,642083,545358,405395,664058,543685,578428,457708,545361,451594,53.38,,,,,,,,50,5,Slider,2,3,3,2,3,2,3,2,Standard,Standard,217,0.0,
